StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
90188,DROP EARRINGS W FLOWER & LEAF,23,58.5,20,2.5475
84984A,GREEN PEONY DES C/COVER,11,58.370000000000005,5,6.093999999999999
84226,HEN HOUSE W FAMILY IN BARN & NEST,77,58.31,18,0.8383333333333334
35816B,"ACRYLIC JEWEL ANGEL,BLUE",139,58.07,3,1.4000000000000001
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,33,58.05,13,2.15
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,86,57.98,11,0.8309090909090909
35821B,"JEWELLED DECORATION,BLUE",150,57.0,3,0.38000000000000006
72771B,BURG FLOCK GOLD CUP/CANDLE,117,56.9,8,1.2822222222222222
90212C,PURPLE LAS VEGAS BRACELET ROUND,15,56.25,7,3.75
47344B,BLUE FLOWER DES PURSE,54,56.160000000000004,10,1.082
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,22,56.1,10,2.55
90033,IVORY SHELL HEART EARRINGS,22,55.88,18,2.535555555555556
85080,PADDED RED HEART DECORATION,113,55.76,22,0.5331818181818182
90182C,BLACK 3 BEAD DROP EARRINGS,19,55.74,13,2.926153846153846
90177A,CLASSIC DIAMANTE EARRINGS JET,19,55.69,14,2.924285714285714
90214T,"LETTER ""T"" BLING KEY RING",57,55.57,24,1.0716666666666665
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,13,55.120000000000005,10,4.237
85151,WELCOME METAL SIGN,44,55.0,8,1.25
90014A,SILVER M.O.P. ORBIT NECKLACE,11,54.8,6,6.675
90135A,ORANGE/FUSCHIA STONES NECKLACE,11,54.62,4,4.9925
90142D,MOP PENDANT SHELL NECKLACE,11,54.59,5,4.978
90043,COPPER AND BRASS BAG CHARM,10,54.510000000000005,6,5.785
20820,SILVER LOOKING MIRROR,11,54.45,8,4.95
20953,PORCELAIN CHERUB BELL LARGE,33,54.449999999999996,9,1.65
90084,PINK CRYSTAL GUITAR PHONE CHARM,64,54.4,9,0.85
46115B,GREEN POP ART MAO CUSHION COVER,286,54.339999999999996,22,0.18999999999999997
22345,PARTY PIZZA DISH BLUE WHITE SPOT,53,54.28,17,1.2429411764705882
23389,SPACEBOY MINI RUCKSACK,13,53.95,4,4.15
22252,BIRDCAGE DECORATION MAGIC GARDEN,21,53.55,3,2.55
72798C,SET/4 GARDEN ROSE DINNER CANDLE,28,53.11,15,2.1106666666666665
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,39,52.65,15,1.51
84845C,CARNATION SQUARE HANDY TIN,42,52.5,14,1.25
20870,OPULENT VELVET CANDLE IN BOX,29,52.2,7,2.9214285714285713
23035,DOORKNOB CERAMIC IVORY,36,52.2,1,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,3,1.45
84292B,BLUE COL METAL FOLDING CHAIR,8,51.8,5,7.359999999999999
84845D,GERANIUM SQUARE HANDY TIN,41,51.25,11,1.25
84402B,PURPLE DRESS JEWELLERY STAND,62,51.14,4,1.33
35071,ASSORTED SANTA CHRISTMAS DECORATION,50,51.13999999999999,7,2.084285714285714
20964,POLYESTER FILLER PAD 60x40cm,20,51.0,6,2.55
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,2.55
85069,CREAM SWEETHEART DOUBLE SHELF,3,50.85,1,16.95
22846,"BREAD BIN, DINER STYLE, RED",3,50.849999999999994,2,16.95
22889,"NUMBER TILE VINTAGE FONT, No",23,50.699999999999996,3,2.175
35916B,BLUE FELT HANGING HEART WITH FLOWER,75,50.57,30,0.7040000000000001
90034,WHITE SILVER NECKLACE SHELL GLASS,5,50.48,5,10.096
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.4,7,2.1
22657,HEN & 2 CHICKS IN BASKET,59,50.15,7,0.85
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,10,50.06,5,5.062
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0,6,1.25
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.800000000000004,14,2.4899999999999998
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,1.3833333333333335
90052,CRACKED GLAZE NECKLACE BROWN,7,49.58,5,7.136
23015,CORDIAL JUG,6,49.5,2,8.25
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,0.42
72129,COLUMBIAN CANDLE ROUND,74,49.11,18,0.7061111111111111
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,18,48.3,13,2.6915384615384617
35603C,SET/16 WHITE SHINY & MATT BAUBLES,83,48.3,24,0.6888
90083,CRYSTAL CZECH CROSS PHONE CHARM,52,48.08,15,1.3326666666666667
47591A,CAROUSEL CHILDRENS APRON,29,47.97,12,1.6566666666666665
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,47.7,4,7.95
23539,"WALL ART , LOVES' SECRET",8,47.6,2,5.95
21347,GOTHIC CARRIAGE LANTERN,8,47.6,4,5.95
20895,VINTAGE NOTEBOOK FRENCH LETTER,16,47.2,4,2.95
35909B,PINK FLOWERS RABBIT EASTER,16,47.2,6,2.95
37462E,"PET MUG, GOLDFISH",107,47.12,28,0.6485714285714286
90067B,BROWN VINTAGE VICTORIAN EARRINGS,16,47.12,6,2.936666666666667
84227,HEN HOUSE W CHICK IN NEST,112,47.04,13,0.42
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,5,46.93,5,9.386
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1.95
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,9,1.9500000000000002
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,11,46.7,10,4.245
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,11,46.6,10,4.235
81952B,ROUND BLUE CLOCK W/SUCKER,54,46.56,11,1.1254545454545453
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,46,46.56,23,1.2283333333333333
16050,TEATIME PENCIL WITH RUBBER,151,46.45,8,0.4
47341A,FUSCHIA TABLE RUN FLOWER,29,46.25,7,2.3214285714285716
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,2,2.89
90128A,PINK LEAVES AND BEADS PHONE CHARM,31,46.21,10,1.7489999999999999
72024U,LILAC VOTIVE CANDLE,220,46.2,11,0.21
85081,PADDED HOLLY CHRISTMAS DECORATION,104,46.17,21,0.45772727272727276
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,4,5.75
84626,CANDY STRIPE ROSE QUILT,1,45.95,1,45.95
22604,SET OF 4 NAPKIN CHARM CUTLERY,18,45.900000000000006,3,2.55
35611B,BLACK ASSORTED DROPLET DECORATION,62,45.76,3,2.23
22406,TIN CAN KINGS CHOICE DESIGN,36,45.0,3,1.25
22347,PIZZA DISH SLICE,36,45.0,2,1.25
16161C,WRAP SPEED DEMONS,450,45.0,2,0.1
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,36,45.0,10,1.25
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,44.91,4,4.99
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,27,44.87,16,1.67
84906,PINK BUTTERFLY CUSHION COVER,23,44.849999999999994,5,1.95
21685,MEDINA STAMPED METAL TRAY,3,44.849999999999994,2,14.95
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,9,44.75,3,5.006666666666667
90197D,AMBER GLASS BRACELET HEART CHARMS,9,44.550000000000004,4,4.95
72796B,S/3 FRENCH VANILLA SQU CANDLE,27,44.55,12,1.65
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,15,44.28,15,2.952
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25,9,2.95
35085E,IVORY ROSE LAMPSHADE,39,44.25,9,1.1666666666666667
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,18,44.19,17,2.5035294117647062
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",95,43.94,3,1.6866666666666665
17014C,ORIGAMI LAVENDER INCENSE CONES,97,43.75,2,1.925
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14,0.18928571428571428
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,17,43.349999999999994,12,2.55
90042B,FRESHWATER PEARL BRACELET PINK,17,43.349999999999994,6,2.55
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32,1,0.38
90054,CRACKED GLAZE EARRINGS RED,17,43.019999999999996,17,2.5305882352941174
23038,T-LIGHT HOLDER SILVER SAUCER,44,42.92,8,1.3299999999999998
22987,WRAP SUMMER ROSE DESIGN,102,42.84,5,0.42000000000000004
21596,Hypochondriac Pill Stress Ball,10,42.64,9,4.26
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,4,8.5
22346,PARTY PIZZA DISH GREEN WHITE SPOT,40,42.3,15,1.2386666666666666
90126C,AMBER BERTIE MOBILE PHONE CHARM,21,42.1,5,2.692
72771C,BLACK FLOCK GOLD CANDLE,54,42.08,6,1.7133333333333332
23231,WRAP  VINTAGE DOILEY,100,42.0,2,0.42
20860,GOLD COSMETICS BAG WITH BUTTERFLY,20,42.0,11,2.1
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,7,41.650000000000006,4,5.95
90060C,FIRE POLISHED GLASS NECKL SILVER,7,41.65,3,5.95
84611B,BLACK NEW BAROQUE FLOCK BOX,7,41.65,4,5.95
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,4.15
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.3,7,2.95
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",11,41.25,8,3.75
23448,CREAM BUNNY EASTER EGG BASKET,25,41.25,3,1.6499999999999997
90027C,GLASS BEAD HOOP EARRINGS GREEN,14,41.17,12,2.9391666666666665
90183C,BLACK DROP EARRINGS W LONG BEADS,14,41.019999999999996,14,2.9299999999999997
21119,Glow In The Dark Shot Glasses,3,41.01,3,13.67
35644,PAIR PINK/BLACK COATHANGERS,21,40.95,7,1.95
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3,2.55
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,0.85
22740,POLKADOT PENS,48,40.8,1,0.85
44228,CANNABIS LEAF BEAD CURTAIN,48,40.8,3,0.85
47013C,WINE BOTTLE DRESSING DARK BLUE,147,40.52,27,0.35
90136,PALE PINK/AMETHYST STONE NECKLACE,4,40.47,3,10.173333333333332
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,7,40.34,7,5.762857142857143
22532,MAGIC SLATE LEAP FROG,96,40.32,2,0.42
22529,MAGIC SLATE GO TO THE FAIR,96,40.32,2,0.42
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,39.95,12,0.85
23462,ROCOCO WALL MIROR,2,39.9,1,19.95
47013A,WINE BOTTLE DRESSING LT.BLUE,141,39.87,25,0.2764
37468,HARDMAN MUG 3 ASSORTED,65,39.81,14,1.422857142857143
79065A,TEATIME ROUND CAKE TINS,4,39.8,1,9.95
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",12,39.0,2,3.25
82545A,COGNAC AUX OEUFS METAL 1 HOOK,31,38.75,11,1.25
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101,38.379999999999995,11,0.38
90130D,RED STONE/CRYSTAL EARRINGS,13,38.31,8,2.945
90027B,GLASS BEAD HOOP EARRINGS MONTANA,13,38.28,10,2.943
81952B,ROUND BLUE CLOCK WITH SUCKER,200,38.0,9,0.19
90176B,DIAMANTE NECKLACE BLACK,5,37.620000000000005,4,7.53
85115B,S/4 BLACK DISCO PARTITION PANEL,6,37.620000000000005,2,6.27
90039A,FIRE POLISHED GLASS BRACELET RED,10,37.61,5,3.772
37112,YELLOW BIRDS FELT DES FOODCOVER,10,37.5,5,3.75
35233,PASTA ENAMEL/BRASS CONTAINER,10,37.5,8,3.75
79413,GLASS WINE GLASS DECORATIONS,30,37.5,9,1.25
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,3,6.25
84705F,RED PEONY PHOTO FRAME,8,37.2,5,4.65
90126A,PINK BERTIE MOBILE PHONE CHARM,20,37.14,5,2.2466666666666666
84251J,"GREETING CARD, THE BLACK CAT",74,37.04,17,0.7458823529411764
72715,SPHERICAL IVORY CANDLE,88,36.96,13,0.42
16162M,THE KING GIFT BAG 25x24x12cm,88,36.96,13,0.42
22407,MONEY BOX FIRST AID DESIGN,44,36.78,11,1.3136363636363635
17014E,ORIGAMI OPIUM INCENSE CONES,95,36.599999999999994,6,1.4249999999999998
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,7,36.33,5,5.286
90214F,"LETTER ""F"" BLING KEY RING",44,36.28,27,0.9633333333333333
90037D,TINY CRYSTALS BRACELET BLACK,14,35.870000000000005,8,2.56625
90060B,FIRE POLISHED GLASS NECKL GOLD,6,35.7,4,5.95
37348,SET OF 4 PASTEL STACKING MUGS,14,35.7,7,2.55
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,7,35.63,7,5.090000000000001
90011C,GREEN CRYSTAL DROP EARRINGS,12,35.33,7,2.94
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,6,35.26,5,5.862
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,35.14,11,0.21
84745B,BLUE HANGING GINGHAM EASTER HEN,83,34.86,17,0.42
DCGS0058,MISO PRETTY  GUM,42,34.82,30,0.8286666666666667
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2,1.45
84868B,BLUE BABY BOY'S MEMORY BOX,5,34.75,4,6.95
84546,CROCHET POODLE KEYRING,21,34.65,3,1.6499999999999997
90081B,LILY BROOCH WHITE/SILVER COLOUR,7,34.65,3,4.95
35955,SMALL FOLKART CHRISTMAS TREE DEC,135,34.62,4,0.374
44265,M/COLOUR POM-POM CURTAIN,8,34.0,4,4.25
22852,"DOG BOWL, ENAMEL , CREAM COLOUR",8,34.0,2,4.25
22200,FRYING PAN PINK RETROSPOT,7,33.97,3,5.656666666666666
90066A,PINK VINTAGE VICTORIAN CHOKER,5,33.75,2,6.75
81950B,FLOWER BLUE CLOCK WITH SUCKER,116,33.64,8,0.29
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,2,4.15
84456,SET OF 3 RABBIT EGG EASTER,37,33.15,16,0.9562499999999999
90076,MONTANA DIAMOND CLUSTER EARRINGS,12,33.0,7,2.892857142857143
DCGS0003,BOXED GLASS ASHTRAY,13,32.589999999999996,13,2.506923076923077
85079,EMBROIDERED REINDEER DECORATION,23,32.25,8,1.4144444444444444
90214O,"LETTER ""O"" BLING KEY RING",36,31.419999999999998,18,1.0822222222222222
85131D,BEADED CRYSTAL HEART PINK\ON STICK,20,31.3,11,1.5936363636363637
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003,10,2.08
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,3,0.65
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,61,30.66,17,0.5682352941176471
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,30.6,2,2.55
22641,SET OF 4 NAPKIN CHARMS INSTUMENT,12,30.6,2,2.55
22577,WOODEN HEART CHRISTMAS SCANDISPOT,36,30.6,1,0.85
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,30.6,1,2.55
21919,Electronic Talking Breath-A-Loser,6,30.47,5,5.081999999999999
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,38,30.419999999999998,17,1.0323529411764707
84745A,PINK HANGING GINGHAM EASTER HEN,72,30.240000000000002,15,0.42
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,8,30.23,8,3.77875
18010,ASSORTED FRAGRANCE BATH CONFETTI,64,30.16,9,0.5566666666666666
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,14,30.08,8,2.3
22410,TIN CAN HOUSEKEEPING DESIGN,24,30.0,2,1.25
22405,TIN CAN POCKET MONEY DESIGN,24,30.0,2,1.25
22771,DRAWER KNOB ACRYLIC EDWARDIAN CLEAR,24,30.0,1,1.25
22772,DRAWER KNOB ACRYLIC EDWARDIAN PINK,24,30.0,1,1.25
23252,ENAMEL JUG PANTRY,8,30.0,2,3.75
23396,BUTTERFLY CUSHION COVER,8,30.0,2,3.75
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,2,1.25
47563B,WAVELINE SURF IRONING BOARD COVER,8,30.0,6,3.75
22775,DRAWERKNOB ACRYLIC EDWARDIAN PURPLE,24,30.0,1,1.25
22773,DRAWER KNOB ACRYLIC EDWARDIAN GREEN,24,30.0,1,1.25
23250,ENAMEL BOWL PANTRY,24,30.0,2,1.25
90176E,DIAMANTE NECKLACE GREEN,4,29.98,3,7.493333333333333
21767,FRENCH STYLE WIRE DOOR CABINET,1,29.95,1,29.95
78056,CAMOUFLAGE BACKPACK ON WHEELS,3,29.849999999999998,2,9.95
22351,DOTCOMGIFTSHOP TEA TOWEL,15,29.81,3,2.766666666666667
22474,"TRAY FOR TV DINNER ,SPACEBOY",6,29.7,1,4.95
22472,"TRAY FOR TV DINNER , DOLLY GIRL",6,29.7,1,4.95
23530,"WALL ART,ONLY ONE PERSON",6,29.7,1,4.95
35598A,DUSTY PINK CHRISTMAS TREE 60CM,10,29.5,3,2.9500000000000006
78034B,BLUE NETTING STORAGE HANGER,15,29.25,9,1.95
90214V,"LETTER ""V"" BLING KEY RING",38,28.98,24,0.9525
72801E,4 FESTIVE GREEN DINNER CANDLES,53,28.93,3,1.3933333333333333
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,46,28.86,20,0.7614285714285715
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,68,28.56,18,0.42
23380,PACK OF 12 DOILEY TISSUES,72,28.08,2,0.39
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,33,28.05,13,0.8499999999999999
17091F,SANDALWOOD INCENSE IN TIN,19,27.71,8,1.58
23613,SET 10 XMAS CARDS & BADGES 17070,11,27.39,6,2.49
23637,SET 10 CARDS OUT OF ORDER 17216,11,27.39,9,2.49
84030B,KNITTED POM POM HOT WATER BOTTLE,6,27.21,4,4.9275
21097,SET/6 GREEN SPRING  PAPER PLATE,32,27.2,7,0.85
84867B,BLUE BABY BOY'S PHOTO ALBUM,2,27.14,1,13.57
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,8,27.04,7,3.3842857142857143
23702,High Resolution Image,4,27.0,3,8.5
44235,ASSORTED COLOURED CIRCLE MOBILE,64,26.88,7,0.42
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,62,26.700000000000003,5,1.38
90027A,GLASS BEAD HOOP EARRINGS BLACK,9,26.52,6,2.9450000000000003
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,7,26.5,7,3.7857142857142856
22232,3 PIECE JIGSAW TOADSTOOLS,16,26.4,2,1.65
84876C,SILVER HEART COMPACT MIRROR,7,26.25,4,3.75
23636,SET 10 CARDS WISHING TREE 17116,9,26.19,7,2.91
90182A,AMBER 3 BEAD DROP EARRINGS,9,26.16,9,2.9066666666666667
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,27,26.06,12,1.5541666666666665
90041,PEARL AND CHERRY QUARTZ BRACLET,7,25.67,6,3.6950000000000003
20954,*USB Office Mirror Ball,3,25.590000000000003,3,8.530000000000001
22168,"ORGANISER WOOD, ANTIQUE WHITE",3,25.5,2,8.5
90142A,GREEN PENDANT SHELL NECKLACE,5,25.45,4,5.09
DCGS0070,CAMOUFLAGE DOG COLLAR,2,25.44,2,12.72
90214Y,"LETTER ""Y"" BLING KEY RING",68,25.34,10,0.852
35597D,PINK/WHITE CHRISTMAS TREE 30CM,58,25.28,7,0.5825
90055,CRACKED GLAZE EARRINGS BROWN,10,25.28,10,2.528
90053,CRACKED GLAZE EARRINGS IVORY,10,25.23,10,2.523
90128C,GREEN LEAVES AND BEADS PHONE CHARM,17,25.04,6,1.8816666666666666
22719,"GUMBALL COATHOOK., BLACK & WHITE",20,25.0,4,1.25
23104,IVORY PANTRY HANGING LAMP,2,25.0,1,12.5
23214,BELL HEART ANTIQUE GOLD,12,24.96,1,2.08
23620,SET 10 CARDS PERFECT POST 17090,10,24.900000000000002,7,2.4899999999999998
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,24.9,1,4.15
84550,CROCHET LILAC/RED BEAR KEYRING,15,24.75,5,1.65
35633B,BLUE TINSEL GARLAND,130,24.7,12,0.19000000000000003
35596,WOOD XMAS TREE 9 FIG SHELVES,29,24.65,4,0.85
10124A,SPOTS ON RED BOOKCOVER TAPE,58,24.36,18,0.42
84450A,PINK RABBIT SITTING EASTER,52,24.18,5,0.49799999999999994
84575B,BROWN DOG CANNISTER W BONE,4,23.8,3,5.95
90128B,BLUE LEAVES AND BEADS PHONE CHARM,18,23.759999999999998,6,1.46
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,61,23.700000000000003,4,1.3125
90011E,AMBER CRYSTAL DROP EARRINGS,8,23.61,8,2.95125
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,2,1.95
47552A,DOTS IRONING BOARD COVER,12,23.4,11,1.95
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28,6,2.91
23236,STORAGE TIN VINTAGE DOILEY,7,23.13,2,4.34
23106,ZINC PLANT POT HOLDER,8,23.12,1,2.89
84509E,CAROUSEL PLACEMATS,4,23.060000000000002,3,5.093333333333334
90095,NECKLACE+BRACELET SET PINK BLOSSOM,8,22.91,3,3.3866666666666667
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.8,2,0.95
84450B,YELLOW RABBIT SAT EASTER,51,22.63,6,0.6216666666666667
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,6,22.56,6,3.76
90189B,GOLD 2 STRAND NECKLACE-LEAF CHARMS,3,22.5,2,7.5
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5,1,3.75
85225,BLING KEY RING STAND,19,22.5,11,1.2045454545454546
23640,SET 10 CARDS SCOTTIE DOG 17211,9,22.410000000000004,8,2.49
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004,4,2.49
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18,21.5,2,3.625
90214Z,"LETTER ""Z"" BLING KEY RING",31,21.49,18,0.9011111111111111
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45,1,1.95
84899E,YELLOW BROWN BEAR FELT PURSE KIT,14,21.28,6,1.88
35591T,TURQUOISE CHRISTMAS TREE,17,21.25,9,1.25
21387,IVORY HANGING DECORATION  RABBIT,25,21.25,4,0.85
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,13,21.24,7,1.9628571428571426
22201,FRYING PAN BLUE RETROSPOT,4,21.22,3,5.656666666666666
21594,Dr. Jam's Arouzer Stress Ball,5,21.06,5,4.212
23691,KEEP CALM BIRTHDAY WRAP,50,21.0,2,0.42
35603B,S/16 BLACK SHINY/MAT BAUBLES,50,21.0,2,0.42
23692,WRAP A PRETTY THANK YOU,50,21.0,2,0.42
23388,WOODLAND MINI RUCKSACK,5,20.75,2,4.15
DCGS0072,CAT CAMOUFLAGUE COLLAR,4,20.68,3,5.17
10002R,ROBOT PENCIL SHARPNER,4,20.57,3,5.133333333333333
22418,"PEN, 10 COLOURS - SPACEBOY",24,20.4,1,0.85
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,24,20.4,2,0.85
22344,PARTY PIZZA DISH PINK+WHITE SPOT,24,20.4,2,0.85
79172D,PURPLE TINT ACRYLIC FLOWER VASE,24,20.4,4,0.85
22533,MAGIC SLATE BAKE A CAKE,48,20.16,1,0.42
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,3,19.93,3,6.6433333333333335
23646,SET 10 CARDS JINGLE BELLS 16957,8,19.92,5,2.49
90127A,PINK BEADS+HAND PHONE CHARM,14,19.92,2,1.855
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92,4,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92,7,2.4899999999999998
23249,ENAMEL DINNER PLATE PANTRY,12,19.8,1,1.65
23031,DOORKNOB CRACKED GLAZE PINK,12,19.8,2,1.65
23029,DOORKNOB CRACKED GLAZE GREEN,12,19.8,2,1.65
84570B,WHITE SATIN DRESS JEWEL STAND,4,19.8,2,4.95
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,31,19.770000000000003,5,1.4140000000000001
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72,2,0.29
44092C,PURPLE/COPPER HANGING LAMPSHADE,23,19.55,10,0.85
20680,PINK FLOWERS CHILDS UMBRELLA,6,19.5,4,3.25
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4,4,0.38
22963,JAM JAR WITH BLUE LID,26,18.98,2,0.7849999999999999
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,1,6.25
90025D,BAROQUE BUTTERFLY EARRINGS PINK,5,18.69,5,3.7380000000000004
84732B,CUTE BIRD CEATURE SCREEN,28,18.48,6,1.23
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,11,18.15,5,1.6499999999999997
84311,CAMOFLAGE CUSHION COVER,11,18.15,1,1.65
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.85,3,2.55
71050,SMALL SINGLE FLAME CANDLE HOLDER,51,17.85,8,0.35
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85,1,5.95
21249,WOOD ANIMALS HEIGHT CHART STICKERS,6,17.7,1,2.95
90182B,AMETHYST 3 BEAD DROP EARRINGS,6,17.53,6,2.921666666666667
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43,2,2.49
22882,"NUMBER TILE VINTAGE FONT, 3",8,17.36,1,2.17
22883,"NUMBER TILE VINTAGE FONT, 4",8,17.36,1,2.17
22881,"NUMBER TILE VINTAGE FONT, 2",8,17.36,1,2.17
22880,"NUMBER TILE VINTAGE FONT, 1",8,17.36,1,2.17
22887,"NUMBER TILE VINTAGE FONT, 8",8,17.36,1,2.17
22879,"NUMBER TILE VINTAGE FONT, 0",8,17.36,1,2.17
22884,"NUMBER TILE VINTAGE FONT, 5",8,17.36,1,2.17
22886,"NUMBER TILE VINTAGE FONT, 7",8,17.36,1,2.17
22885,"NUMBER TILE VINTAGE FONT, 6",8,17.36,1,2.17
DCGS0066N,NAVY CUDDLES DOG HOODIE,2,17.3,2,8.65
DCGS0068,DOGS NIGHT COLLAR,2,17.12,2,8.56
23342,MINT DINER CLOCK,2,17.0,1,8.5
22777,GLASS BELL JAR LARGE,2,17.0,1,8.5
21120,*Boombox Ipod Classic,1,16.98,1,16.98
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,10,16.9,3,1.6900000000000002
21511,VINTAGE COLLAGE  GREETING  CARD,40,16.8,2,0.42
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,40,16.8,13,0.42
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,8,16.8,4,2.1
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65,5,3.3299999999999996
22384,LUNCH BAG PINK POLKADOTS,10,16.5,1,1.65
23502,PLAYING CARDS VINTAGE DOILEY,13,16.25,2,1.25
90102,WHITE FRANGIPANI HAIR CLIP,19,16.11,4,0.845
62074B,ELEPHANT CLIP W SUCTION CUP,38,15.96,12,0.42
84630,FLOWERS AND BIRDS WALL PLAQUE,2,15.9,1,7.95
84250M,"GREETING CARD, BLACKPOOL ROCK",28,15.899999999999999,13,0.7992307692307693
22778,GLASS BELL JAR SMALL,4,15.8,1,3.95
